TEMP,DEWP,VISIB,WDSP,MXSPD,MAX,MIN,PRCP
71.5,60.3,1.7,0.2,4.1,84,58.8,0
68.6,60.2,1,0.6,7,78.8,59,0
67.8,60.9,0.7,1.4,5.1,77.5,59.2,0
67.7,61.4,0.8,0.6,4.1,79,56.3,0
67.3,60.1,0.8,0,2.9,79.5,55,0
66.3,61,0.8,0,2.9,80.8,56.3,0
70.6,63,0.9,1.6,6,81.1,58.6,0
71.2,64.5,1,0.5,6,82,60.1,0
71.1,63,0.9,0,2.9,80.8,60.6,0
70.7,65,0.7,0,2.9,81.1,59.7,0
71.3,64.6,0.7,0.7,2.9,80.6,59.7,0
65.9,63.2,0.6,0.1,1.9,72,61.5,0
66,61.5,0.8,0.3,34,72.5,58.6,0
64.2,54.9,0.9,2,4.1,75,57.2,0
63.4,57.9,0.7,0.9,4.1,73.4,56.1,0
59.2,56.6,0.7,1.2,4.1,64.8,55.4,0
59.2,55.8,0.8,0.4,2.9,66.2,55.2,0
59.4,56.1,0.6,0,2.9,65.7,54.3,0
61.1,57.2,0.8,1.1,4.1,64.4,56.7,0
63.4,57.5,1,0.7,4.1,66.7,59.7,0
64.7,58.3,1.1,1.4,6,69.6,60.6,0
61.2,57.4,0.9,1.2,4.1,69.8,53.6,0
61.8,53.3,1.1,0.8,2.9,72.3,49.6,0
61.7,54.8,1,0.8,6,72.5,51.6,0
62.4,54.6,0.9,1.4,6,72.3,48.7,0
64.3,56,0.9,1.3,4.1,73.4,50.9,0
65.1,55.8,0.9,0.7,4.1,76.6,49.6,0
64.2,53.3,1,0.6,2.9,76.5,47.8,0
63.9,54.2,1.1,0.9,4.1,76.3,48,0
62.4,54.2,0.9,0.9,4.1,74.3,48.9,0
61.8,54.2,0.7,0.4,1.9,72.1,46.9,0
57.1,51.8,0.7,1.5,6,66.2,46.4,0
50.9,49.3,0.5,1.3,4.1,56.5,44.6,0
52.9,50.3,0.6,0.4,2.9,64,44.6,0
56,52.2,0.6,0.5,1.9,65.8,48.7,0
60.6,50.7,0.9,1.6,5.1,73.4,43.5,0
63.8,56.6,0.9,4.5,8,70.2,54.3,0
66.1,60.7,0.8,1.3,6,73.4,56.1,0
66.6,60.8,0.7,0.9,4.1,75.2,55.8,0
68.1,61.1,0.7,1.4,4.1,78.1,54.1,0
68.2,62.1,0.8,2.8,6,75.2,58.1,0
64.1,56.1,0.9,2.1,7,75.2,52.2,0
64.4,49.2,1.2,1.5,5.1,75.9,47.8,0
64,53.4,1.1,0.9,6,77,49.3,0
63.6,50.9,1.1,1.4,4.1,77,48.9,0
64.2,54.6,0.9,0.4,2.9,77,51.8,0
65.3,54.8,0.8,0.7,4.1,77.7,50.9,0
65.1,56.9,0.7,1,4.1,77.5,50.9,0
69,56.4,1.1,2.9,6,80.6,54.7,0
66.3,54.5,1.4,3.4,12,77,55.4,0
61.9,52.1,1.2,2.7,6,72.5,53.4,0
59.1,54.3,0.7,1.7,6,72.3,50,0
63.1,56.9,0.9,1.7,4.1,74.1,53.8,0
66.4,57.1,0.9,0.4,4.1,77.2,52.5,0
64.4,60.6,0.6,1.2,5.1,69.8,59.4,0
65.6,59.7,0.7,0.8,2.9,73.2,59,0
62.8,61,0.5,0,1.9,71.4,56.5,0
67.8,52.8,1.7,2.5,8,77.4,54.1,0
65,53.3,1.5,1.3,5.1,76.8,49.8,0
64.5,55.9,1.2,1.7,6,77,50.2,0
63.9,51.3,1.3,2.9,13,76.6,48.9,0
64.9,50.9,1.9,3.8,9.9,75.2,48.6,0
64.5,51.5,1.6,1.1,6,75,47.7,0
64.9,53,1.4,2.3,5.1,77.9,51.8,0
65.2,54.8,1.1,0.8,5.1,80.1,50,0
67.2,56.1,1.4,0.8,4.1,82.9,51.1,0
70.8,57.8,1.2,0.7,4.1,84.7,50.9,0
70.5,56.4,1.3,2,8,84.4,52.9,0
68.8,55,1.4,2.4,6,81.3,54,0
67.2,53.3,1.6,2.5,6,80.2,51.8,0
67.7,55.2,1.4,0.8,4.1,82.4,51.8,0
68.8,59.3,1,2.6,6,80.4,53.6,0.02
68.8,56.9,1.5,5.1,12,77.4,59.7,0
67.7,54.8,1.6,2.9,8,80.2,54,0
69.2,55.4,1.6,1.8,4.1,81.3,52.5,0
74.9,55.8,1.8,5.9,14,85.6,55.4,0
72,51.8,2,3.8,9.9,83.1,56.1,0
68.6,51.3,2.3,3.4,9.9,81.1,53.2,0
70.5,52.7,2,3.1,8,81,52.5,0
70.1,52.7,1.7,4.7,12,82.4,54.9,0
71.5,53,1.5,1.6,6,83.3,52.9,0
73.6,51.6,2,8.6,13,87.8,58.3,0
76.8,47.3,1.9,7.8,9.9,87.8,61.3,0
75.6,52.7,2.2,4.3,8,90.1,59.7,0
75.7,57.9,1.6,4.1,11.1,89.4,59,0
75.9,56,1.9,7.1,12,90,61.7,0
75.6,50.4,1.8,7.4,12,88,61,0
77.2,51.4,2.1,7.2,11.1,87.8,63.7,0
75.3,49.6,2,8.5,15,86.5,60.8,0
71.4,44.9,2.3,4.7,12,81.3,54,0
72.5,52,1.9,1.7,4.1,83.8,50.5,0
71.9,56,1.6,0.9,4.1,84.9,56.3,0
72.5,57.1,1.8,1.6,4.1,89.2,57.9,0
83.7,59.1,1.7,4.4,8,93.6,62.8,0
74,55.7,1.7,3.6,8,89.6,63.1,0
72.6,51.6,1.6,1.7,8,91.8,56.8,0
78.3,55,1.9,2.2,12,94.6,59,0
79.5,54.3,1.7,2.6,6,91.4,62.2,0
81.4,51.3,1.8,2.3,5.1,92.1,66,0
79.2,46.2,2.1,5.2,9.9,92.1,65.1,0
76,46.5,2.2,5.6,13,88.2,62.1,0
77,49.2,2,1.7,8,89.1,57.2,0
77.2,51.6,1.8,2.2,6,91.6,57.9,0
79.9,55.5,1.8,2,4.1,91.4,60.4,0
81,57.4,2,2.3,6,95,61.9,0
81.5,56.6,1.5,1.5,4.1,95,61.9,0
82,57.1,1.4,0.9,4.1,93.9,66.2,0
82.8,56.4,1.9,1.6,6,95.4,63.7,0
86.6,55.2,1.9,3.5,9.9,97.5,66.4,0
80,57.3,1.6,5.3,9.9,90.5,70.5,0
80.9,58,2.1,2.5,5.1,91.9,68.5,0
83.5,56.2,2,1.4,6,95,65.8,0
85.6,51.6,2.2,3.8,9.9,95,64.8,0
85.5,54.2,2.1,2.3,12,96.8,67.6,0
81.6,57.6,2.2,2.8,6,91.8,67.5,0
81,53.2,2.1,3.1,8,90.7,65.8,0
84.7,58.2,2.1,3.7,6,94.5,69.8,0
82.7,62.2,1.5,2.9,8,93.9,69.8,0
83.6,61.2,1.8,3,9.9,94.1,70.3,0
84.3,53.2,2.1,3.5,9.9,93.7,69.4,0
82,52.1,2.1,3.3,9.9,95.7,65.5,0
85.5,56.9,1.8,1.3,4.1,98.4,65.5,0
87.8,63.4,2.2,5.2,11.1,99.3,72.1,0
85,65.7,1.7,5.5,9.9,100.9,71.6,0
85.3,61.7,2,4.4,8,97.5,69.1,0
85.3,51.4,1.8,5.1,12,99.3,66.2,0
90.3,53.9,2.1,4.4,9.9,101.1,73,0
87.6,53.6,1.5,4.4,9.9,96.8,74.5,0
86.4,58.1,2.2,2.7,6,97.5,73,0
85.1,54.1,2.1,5,8.9,97.5,73.6,0
81.9,48.4,2.4,6.3,43.9,96.8,66.9,0
86.6,50.6,2,1.3,5.1,100.4,64.8,0
89.6,52.6,2.2,2.3,6,102.9,68.7,0
90.6,60.7,2.4,5,9.9,101.5,72.7,0
91.1,62.5,2.4,3.6,6,102.9,75.4,0
91.1,62.2,2.1,2,6,105.4,75.2,0
91.9,54.9,1.9,3.5,6,102.6,72,0
91.9,36,1.6,5.9,9.9,104.4,77,0
91.5,41.3,2.2,4.1,11.1,105.1,74.5,0
92.5,55.1,1.8,4.7,9.9,105.8,71.6,0
88,72.5,1.9,7.2,12,100.4,77.7,0
90.6,67.2,1.8,2,6,100.8,78.8,0
94.3,38.8,1.9,5.8,12,104.9,75.2,0
92.7,32.3,2,4.8,8.9,105.6,74.1,0
90,37,2.2,3,8.9,104.5,74.7,0
92.9,40.3,2.3,2.7,7,106.5,71.1,0
91.6,55.9,2,5.2,12,104,73,0
91.4,74.1,1.9,6.7,9.9,100.4,80.6,0
92.1,76.9,2.1,7.3,9.9,101.1,80.6,0
89.4,75.4,2.2,7.7,9.9,102.2,77,0
87.1,74.6,2.1,8.9,12,94.5,77,0
87,65.1,2.1,8.2,12,97.9,74.3,0
90.7,67.9,2.6,4.3,8,100.4,76.6,0
91.6,70.8,2,3.4,6,101.8,78.8,0
96.4,61.8,2.4,3.7,8,106.5,79.9,0
96,50.1,2.6,5.6,9.9,106.2,78.8,0
93.3,51.2,2,4.3,9.9,106.5,75.7,0
98.9,52.8,2.4,6.7,12,109,77,0
95.7,58.9,2.2,4.7,15,109.4,79.2,0
87.9,67,2,5,8,96.3,80.6,0
79.7,69.6,2.1,8.3,11.1,86.7,69.8,0.16
86.1,67.6,2.2,5.6,12,93.9,73.4,0
85.9,65.8,2.4,6.3,11.1,95.7,72.1,0
89.6,71.5,2.3,8,12,97.5,79.7,0
83.5,71.3,2.4,6.3,9.9,93.9,69.4,0.71
89,73.4,2.4,7.3,9.9,96.8,77.9,0
90.4,74.6,2.5,7.4,12,98.6,80.6,0
88.6,74.9,2.3,8.4,12,97.5,77.9,0
83.9,75.8,1.8,5.4,9.9,95,75.2,0.04
90.1,70.3,2.3,5.5,8,99.3,73.9,0
89,74.1,2.2,8.3,12,98.2,82,0
89.3,74.3,2.6,8.5,12,96.8,74.8,0.02
85.9,73,1.9,7.4,8,91.4,79.3,0
84.5,77.5,1.9,5,8,90.3,77.9,0.01
86.3,74.9,1.9,7.4,9.9,96.3,71.6,0
83.1,71.8,2.3,3.1,9.9,93.4,68.9,0.39
90,74.7,2.2,5.3,8,95.7,79.5,0
82.4,71.5,2,5.1,8.9,89.8,75.9,0
86.7,72.9,2,1.6,5.1,94.6,76.1,0
91.6,71.2,2.1,2.3,6,100.6,78.6,0
90.8,74.8,2.3,4.6,8.9,98.2,79.9,0.04
87.4,77.5,1.7,5.2,8,98.6,78.4,0.31
90.3,77.4,1.9,5.1,8,97,82.4,0
82.5,76.1,2.1,2.2,6,98.4,75.2,0.08
90.2,74.4,2.6,1,4.1,99.7,75.6,1.38
95.1,63.8,2.3,3.4,8,105.6,77.9,0
92.7,57.4,2.2,1.7,8,108.3,74.7,0
92.9,74.5,2.6,4.1,8,102.9,75.2,0
89.2,76.9,2.4,7.6,9.9,98.1,85.6,0
88.9,76.9,2.1,7.4,9.9,99.5,80.6,0
90.1,76.4,2.3,5.7,9.9,98.6,80.1,0
94,75.3,2.2,4.2,6,103.1,81.9,0
97.2,70.9,2.5,3.9,8.9,106.5,84.6,0
95.4,71.9,2.1,2.8,6,105.8,81.3,0
96.8,59.2,2.4,5.2,9.9,107.2,82.8,0
100.1,54.1,2.6,6.5,9.9,107.6,86,0
100.2,50.6,2.9,4.8,9.9,109.4,78.6,0
97.2,68.9,2.3,2.9,8,109.8,78.8,0
96.4,76.1,2.2,4.1,6,106.7,85.1,0
97.8,75.5,2.1,6.1,12,106.7,84.2,0
96.5,79.1,2.3,7.3,12,104,84.4,0
89.6,75.6,2.4,8.7,12,96.3,84.2,0
93.6,77.5,2.3,8.4,9.9,100.9,84.2,0
96.1,75.5,2.4,8.4,12,104.2,85.5,0
92.6,78.2,2.2,8.5,12,98.8,85.8,0
86.2,79.4,1.7,3.4,9.9,98.1,82.4,0.51
86.6,78.7,1.7,0.6,4.1,94.6,82.4,0
80.8,78,1.4,2.3,5.1,84.9,75.6,1.22
85.2,77.7,1.6,2.3,8.9,93.6,75.9,0.24
86.5,78.4,1.9,2.7,6,92.5,78.6,0.24
85.9,77.8,2.1,2.6,5.1,95.4,79.2,0.12
88.2,78.3,2.1,3.2,6,95,78.8,0.08
88.6,80,2,4.4,8,96.4,84.2,0
87.5,79.4,2.1,4.5,8.9,95.7,79.2,0.16
88.4,80.1,2.3,5.7,9.9,95,78.8,0.31
88,78.2,2.2,8.6,9.9,93.2,81,0.55
87.5,78.3,2.1,8.6,12,92.7,78.8,0
85.1,78.1,2.1,7.3,9.9,93,73.4,0.12
86.8,77.9,1.9,5.3,9.9,92.5,80.6,0
89.2,77.5,2.1,4.7,8.9,95.9,80.4,0
91.3,77.3,2.8,5.3,8,96.8,82.4,0
89,79,2.2,6.2,9.9,98.8,83.1,0.75
88.3,76.5,2.2,9.3,12,93.7,82,0
87.3,79,2,8,12,92.5,80.8,0
88.6,78.2,2.4,6.1,9.9,96.4,81.1,0.2
91.8,77.9,2.3,2.9,9.9,98.6,82.4,0
89.3,77.9,2.4,3.1,8.9,101.7,78.8,0.16
89.1,79,2.2,3.8,9.9,95,78.3,0
88.5,77.2,2.3,8.6,12,94.5,82.4,0
86.4,78,2.3,7.7,12,92.8,78.8,0.2
86.3,79.1,2.1,4.2,8,93.2,80.6,0
86.5,78.6,2.1,2.6,5.1,96.1,81.3,0.03
91.7,76.4,2.1,5.8,9.9,98.1,84.2,0.28
90.9,77.8,2,4.6,8,97,82.4,0.08
83.9,79.7,1.7,3.9,7,88.3,80.2,0
81,77.6,1.4,0.8,4.1,87.1,76.1,0.75
86.9,78.3,2,3,6,93.6,79.5,0.47
87.3,79.2,1.8,4,12,95.2,80.6,0.12
91.9,76.1,2.2,5.4,13,97.5,84.2,0
89.7,77.3,3.2,3.2,9.9,95,81.5,0
88.8,79.5,1.8,1.3,6,95.4,83.8,0
89.9,78,1.8,2.3,6,96.3,83.1,0
91.7,77.3,2.1,5.1,8,99.3,84.2,0
87.6,79.8,1.8,3.4,8,99.3,81.3,1.42
87.8,77.7,2.1,2.8,9.9,93.9,79.2,0.04
86,77.8,2.1,3.1,8,91.4,79.2,0
86.1,78.1,2.2,2.6,6,91.8,80.6,0.28
84.8,78.7,1.6,0.7,2.9,92.7,80.2,0
86.6,78.7,1.9,1.2,8,93.2,79.2,0.02
88.5,80.7,1.9,6.3,11.1,96.4,79,0.47
91,80.4,1.9,5.4,8,96.1,83.5,0.01
83.6,79.3,1.4,3.4,7,95.4,78.4,0
83.9,78.8,1.9,2,8,89.6,78.8,1.77
85.8,78.3,1.9,4.9,9.9,90.9,79.5,0.16
82.1,79.2,1.3,0.5,4.1,87.1,79,0.39
84.2,78.9,1.8,1.2,6,91.4,78.8,0.59
83,79.3,1.5,0.9,6,93.6,77,0.35
84.3,79.7,1.7,1.9,6,90.7,78.8,0.91
84.9,78.5,1.4,4.5,9.9,91.9,80.2,0.16
86.1,77.1,2.2,1.9,6,92.8,77.2,0.12
87.1,77.4,2.1,4.7,12,94.3,80.2,0
83.8,77.8,1.7,1.4,8,90.3,78.8,0.04
80.7,78.5,1.2,3.3,8,84.9,75.2,2.52
86.8,77.1,2.1,4.4,9.9,92.8,77.7,0.75
86.9,76.7,2,5.6,9.9,93.2,79.9,0
81.8,77.2,1.7,9.9,12,88.9,79.2,0.83
83.3,77.3,1.9,9.6,22,89.2,79,0
87.4,77.7,2.3,6,9.9,93.9,79.5,0
86.1,79.8,1.4,3.1,6,95.7,80.6,0.31
80.3,77.8,1.2,1.1,5.1,88.9,77,3.54
86.4,78.4,1.9,1.7,5.1,93.2,77.9,0
87.3,79.4,2,3.8,9.9,95,80.6,0.12
89.5,78.3,2.2,3.2,7,96.4,82,0
83.3,77.2,1.8,3.3,8,93.4,79.2,0
84.9,76.9,1.8,5.9,9.9,91.4,78.8,0.02
80.5,76.7,1.5,8.2,12,86,78.3,1.14
82.5,77.8,1.7,9.5,12,90,77.7,0.16
85.4,78.1,1.9,8.3,12,92.8,77.9,0
78.7,76.5,1.2,13.7,23.9,80.8,75.9,0.08
84.8,77,1.9,8.2,12,90,77,0.79
87.1,77.7,1.8,2.2,5.1,93.2,78.6,0
86,78.1,1.7,2.9,6,93.9,79.5,0
87.1,77.7,2,2.7,6,94.6,80.6,0
86.9,77.5,1.9,1.5,6,92.1,79.5,0
87.4,78.5,1.8,1.7,4.1,93,80.6,0
85.7,78.5,1.8,2.1,6,92.1,78.8,0.04
87.9,77.3,2,2.1,6,93.9,80.1,0
87.6,78.1,1.9,1.1,6,93.7,80.2,0
88.1,76.5,1.8,2.3,6,94.8,80.1,0
85.7,76.3,1.9,2,5.1,95,78.3,0
89,76.8,1.9,3.4,8,95.4,79.9,0
86.6,78.3,1.9,4.7,6,92.8,79,0
87.5,77.9,2,2.9,6,93,78.6,0
86.5,78.1,1.5,3.7,8.9,92.8,78.6,0
86.5,76.9,1.9,4,7,93.2,79.2,0
87,77.5,1.8,2,6,93.4,80.2,0
89.3,77.7,2.2,2.1,8,95.2,79,0
87,77,1.8,2.9,6,96.6,76.6,0
87.8,77.4,1.8,2.2,5.1,96.6,76.6,0.01
88.7,76.9,2,4.6,11.1,95.2,79.5,0
87.2,74.5,1.8,5.3,9.9,95.2,80.1,0
81.1,76.8,1.5,1.2,6,85.3,78.8,0.04
83,76,1.8,2.8,6,91.2,76.8,0
84.5,76.5,1.9,4.9,9.9,91.4,76.8,0.39
81.3,76.3,1.8,7.8,9.9,86.7,78.4,0.43
83.3,77.4,2,7.6,12,90,78.6,0
80.2,77.6,1.3,4.8,9.9,89.1,77,1.34
81.3,76.3,1.7,1.2,4.1,88.2,75.9,0.01
84,72.8,1.7,2.4,6,99.3,74.8,0
83.3,72.7,1.9,2.4,6,91.9,75.2,0
82,72.1,1.7,1.5,6,92.7,73.4,0
83.6,69.8,1.8,2.2,6,91.6,72.3,0
83.8,69.9,2,1.7,4.1,91.4,67.8,0
80.6,68.7,1.8,0.5,4.1,90.5,69.8,0
82.2,68.6,1.7,0.5,2.9,91.2,68.7,0
83.1,68.7,1.4,1.4,4.1,91.4,69.8,0
84.9,68.6,2.2,2.7,7,92.1,73.8,0
80.9,62.2,1.8,3,8,92.5,68,0
81.3,61.8,1.8,4.4,8,93.2,66,0
80.8,58.8,1.8,3.4,8.9,90.7,66,0
77.2,58.3,1.7,1.7,6,90.3,61.5,0
76.3,61.9,1.8,0.8,4.1,88.7,61.2,0
75,62.2,1.7,1.2,5.1,90.9,64.4,0
78.6,55.6,1.9,2.3,5.1,89.6,60.8,0
76.6,55.9,1.8,0.5,4.1,89.1,59.4,0
75.1,58.6,1.7,0.8,2.9,89.2,59,0
73,55.6,1.6,1.3,5.1,87.6,57.4,0
74,59,1.4,0.2,1.9,87.6,57.9,0
75,61.8,1.5,0,1.9,89.4,59.4,0
74.2,61.9,1.4,1.1,4.1,89.6,62.6,0
76.3,63.5,1.2,0,4.1,87.1,65.7,0
73.4,61.9,1,0.7,4.1,87.6,61.3,0
77,65.3,1.4,2.5,8,88.2,61,0
76,66.3,1.2,1.7,5.1,88,64.6,0
75.9,65.2,1.2,1.3,6,89.1,66,0
78.7,63.8,1.7,1,2.9,89.6,62.4,0
76.6,64.9,1.5,0.2,2.9,89.8,64.2,0
74.2,63.2,1.4,0.5,4.1,89.8,62.6,0
73.1,63.4,1.4,0.4,1.9,88.9,61.3,0
74.6,61.6,1.1,0.3,2.9,87.6,63.3,0
78.9,60.6,1.2,1.6,4.1,87.8,63.3,0
77.1,63.4,1.7,1.8,5.1,89.6,67.8,0
75.6,64.1,0.9,2.2,6,86.9,63.5,0
80.9,69,1.1,1.6,6,89.8,69.4,0
80.6,69.7,1.1,2.8,7,88,70.7,0
79,68.1,1.4,5.6,12,88.9,71.4,0
72.8,68.6,1.2,4.9,8,77.7,68,0
67.6,65.1,1.6,1.1,5.1,72.1,64,0.08
71.1,64.7,1.3,2.9,7,81.1,60.4,0.04
68.2,53.3,1.5,3.3,8,81.9,53.6,0
64,48.1,1.5,2.9,8.9,78.3,53.4,0
63.8,48.2,1.3,0.9,4.1,77.9,52,0
65,52.4,1.1,0.3,2.9,78.4,50.5,0
66.3,53.6,1.1,1.4,6,80.4,53.4,0
65.2,53.3,0.9,2.1,5.1,79.9,53.4,0
67.1,51.8,1.3,1.4,5.1,80.6,52.3,0
67.5,51.5,1.2,1.4,6,81.7,53.4,0
63,51.3,1,0.9,4.1,81.3,51.6,0
64.6,53.2,1,0.7,4.1,80.8,51.3,0
68.4,56.1,0.9,0.9,4.1,78.8,53.2,0
64.1,54.8,0.9,0.2,1.9,79.3,52.5,0
63,54.9,0.8,0.6,4.1,79.5,52.5,0
66.4,57.8,0.8,0.2,2.9,80.4,54.1,0
65.4,55.7,0.8,0.3,1.9,78.8,53.6,0
63.5,57,0.6,0.6,2.9,79,52.9,0
65.6,55.5,0.8,0,2.9,79.5,52,0
67,56.7,0.8,1.5,6,78.8,52.3,0
65.9,53.9,1.2,0.9,5.1,81.3,52,0
64.9,51.6,1.1,0.4,4.1,79.5,52.5,0
63.9,53.2,1,0.2,2.9,79.2,49.8,0
62.7,54,0.9,0.6,2.9,77,48.2,0
65.2,55.4,0.9,0.5,4.1,78.3,50.7,0
67.2,59.3,0.8,0.1,1.9,79.7,53.4,0
64.9,59.9,0.5,0.1,1.9,77,52,0
65,57.2,0.7,1.1,5.1,79.3,51.6,0
67.4,57.3,0.9,0.9,4.1,81.3,53.2,0
70.5,57.5,1.9,2.9,8,80.6,53.8,0
68.7,57.6,1.1,2.2,6,77.4,56.3,0
68.8,60.7,1.2,0.9,4.1,79.2,55.4,0
71,53.1,1.7,2,6,80.1,55.2,0
65.4,50,2,1.2,5.1,77,50.7,0
63.8,49.4,0.9,1.7,6,75.2,46.2,0
61.9,50.3,1,2.5,8,74.3,48.9,0
61.2,46.5,1.1,2.6,8,73.6,47.1,0
60.6,44.8,1.1,3.8,9.9,75.2,47.1,0
56,45.2,1,1.8,8,72.9,44.4,0
58.3,45.2,1.1,1.8,8,73,44.4,0
58.2,46.3,0.9,0.8,4.1,73.2,43.5,0
58.6,45.1,1,1.6,7,73.4,42.8,0
58,46.2,0.9,1.4,6,73.4,43.5,0
60.7,48.8,0.9,1.8,5.1,73.8,44.6,0.04
59.1,52.2,1.3,4.8,9.9,67.6,53.6,0
58.2,51.1,0.8,1.1,6,66.2,51.8,0
54.6,48.8,0.7,2.7,7,64,48.2,0
53.3,48.4,0.6,2.8,5.1,62.4,46.4,0
57.6,51.3,0.8,3.5,8,68.2,47.8,0
55.2,50,0.9,2.1,4.1,64.4,46.4,0
54,46.8,0.9,1.7,6,64.4,42.8,0
55.3,47.4,0.9,0.8,7,69.6,40.8,0
58,49,0.9,1,4.1,72.3,42.3,0
59.5,50.4,0.9,2.4,6,71.4,43.5,0
57,50.6,0.9,3.6,6,65.8,44.6,0
51.2,43.9,1,3.9,8,57.4,42.4,0
50.5,44.9,0.9,2.7,7,58.8,43.9,0
51.9,47.4,0.8,1.9,8,62.4,40.6,0
58.5,54,0.7,3.6,9.9,68.2,50,0
57.4,52.3,0.9,4.1,9.9,69.3,47.3,0
54.2,50.3,0.9,2.7,6,57.7,50,0
53.8,49.7,0.8,2.9,6,62.4,47.5,0
52.6,49,0.7,4.5,7,60.4,46,0
51.5,48.8,0.6,2.6,6,57,47.8,0
52.2,47.5,0.8,1.7,4.1,60.1,46.4,0
49.8,47.3,0.6,2.2,5.1,55.8,42.3,0
54.8,48.8,0.9,2.2,5.1,63.9,48.2,0
53.9,47.6,0.8,1.2,4.1,66.4,47.1,0
53.2,48.7,0.6,1.5,4.1,66.9,45.3,0
56.6,51.6,0.6,0.6,5.1,68.7,45.7,0
57.5,49.6,0.8,1.8,5.1,70.3,45.7,0
64.1,52.2,1.2,1.7,5.1,77.4,45.5,0
62.6,48,1.1,1.6,5.1,78.3,46.4,0
64,49.6,1.1,1.7,4.1,79,45.3,0
67.3,49.9,1.5,3,8,80.6,48.2,0
66.5,48.6,1.7,2.3,6,82.4,49.8,0
66.4,49.6,1.5,3.7,12,80.6,48.7,0
66.4,48.9,1.5,3.6,8.9,79.9,50.5,0
63.6,47,1.2,4.1,9.9,79.5,50.4,0
65.8,46,1.9,3.3,9.9,78.3,47.8,0
64.2,48.2,1.6,2.9,9.9,79.2,48,0
67.7,51.9,1.3,0.8,5.1,79.5,50.4,0
67,55.4,0.9,0.7,5.1,80.6,52,0
68,58.7,0.9,0.6,2.9,80.6,53.6,0
68.6,59.3,1,5.8,9.9,77,59.7,0.01
67.4,60.1,1.3,0.8,6,78.6,58.8,0.08
72.7,57.6,1.6,1.4,5.1,84.7,53.6,0
62.6,58.1,1.1,3.5,9.9,73.4,57.2,0.16
67.5,58.1,1.9,4.6,8,77.7,54.3,0
68.5,57.1,1.4,3.3,6,76.8,59,0
68.6,57.1,1.4,1.9,7,80.8,54.1,0
71.1,56.4,1.5,1.8,2.9,82.2,56.8,0
69.2,52.5,1.6,3.7,8.9,84.2,55.6,0
69.2,48.1,1.8,5.1,12,80.1,53.6,0
65.9,48.2,1.7,2.8,9.7,79.5,51.8,0
68.6,49.3,1.9,3.2,8.9,81.1,51.6,0
69.3,51.9,1.7,2.6,8,82.4,52.5,0
70.1,53.5,1.5,0.9,4.1,82.6,54.1,0
72,55.8,1.6,2.7,8,82.6,53.2,0
74,58,1.7,2.2,6,85.8,59,0
73.4,56.7,2,3.2,8,87.4,57.7,0
74.3,58.7,1.9,3.1,7,86,59.7,0
72.2,56.4,1.8,3.8,9.9,88.7,60.8,0
76.2,57.7,2,3.1,8,89.6,59.9,0
77.9,60.1,1.6,2.5,7,90.9,60.6,0
80,58.8,2,5,9.9,93.2,63.9,0
79.9,54.2,2.2,7.1,12,90.9,66,0
79.1,56.5,2.1,3.5,8,92.7,63.1,0
81.3,56.9,2,5.4,9.9,95.2,66.2,0
79,55.7,1.9,6.2,12,91,65.3,0
78.3,53,2,5.6,8,91,63,0
77.8,52.4,2.2,6.1,11.1,89.1,63.7,0
75.7,53,2.1,4.3,8,87.6,57.6,0
73.4,48.8,2,2.4,8,88.5,57.2,0
77.2,52.5,2.1,3.2,8,89.2,58.6,0
76.1,53.6,1.9,3.9,8,86.7,59.2,0
79.9,53.1,2.2,4.2,9.9,93.2,60.8,0
81.1,52.2,2.1,3.5,8.9,95,63,0
83.7,54.3,2.1,2.3,7,97.2,62.4,0
81.1,66.9,1.4,8,12,90,66.7,0
83.4,61.5,1.6,5.5,12,93.2,68.9,0
81.7,63.8,1.4,1,5.1,94.6,67.3,0
85.3,60,1.7,3,6,97,66.9,0
82.5,60.3,1.5,1.3,4.1,98.1,68.4,0
83.5,60.4,1.7,2.3,4.1,99,67.3,0
89.7,55.4,2.1,3.8,8,102.9,71.4,0
88.6,52.1,1.9,5,8.9,105.1,73.4,0
87.7,48.9,1.8,3.2,9.9,104.9,70.9,0
88.7,51.8,1.9,3.2,7,105.1,71.8,0
87.9,55.2,1.8,0.5,5.1,105.4,68.9,0
89.4,51.9,1.8,2.4,9.9,106.5,70,0
90,47.7,2.2,4.8,12,104,74.5,0
91.5,48.4,2.2,4.9,9.9,103.1,70,0
82.3,64.3,1.9,3.8,8.9,97.3,67.3,0
86.2,63,1.9,3,7,100.2,72.3,0
90.6,47.2,2,3.4,9.9,105.8,72.1,0
92.1,41.5,2.3,4.8,9.9,105.8,70.2,0
92.5,45.6,2.1,2.7,8,105.8,70.5,0
94,46.2,2.3,3.4,8,106,71.4,0
92.1,42.7,2,4.7,9.9,106,69.8,0
94.1,41.3,2.1,5.8,15.9,106.2,74.5,0
91.8,42.4,2.1,4.2,9.9,105.1,74.1,0
87.7,48.9,2.2,1.3,6,104.2,65.7,0
89.2,48.3,1.9,4,8.9,106.5,69.8,0
94.3,49.2,2,2.3,9.9,109.4,77.7,0
92.8,71.3,2,4.9,9.9,104.2,77,0
94.7,63.4,2.2,2.8,8,106.2,75.6,0
92.3,73.3,1.8,5.1,11.1,103.8,79.9,0
91.2,70.7,2.3,7.1,12,100.4,77.2,0
91.8,72,2,6.5,12,104,79.5,0
87,72.5,2,9.3,12,96.8,77,0
